name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Location,Color,Drivetrain
Skoda Laura,2011,270000,140000,Diesel,Individual,Manual,2,20.0,1968,108.5,250.0,5.0,Unknown,Others,Unknown
Maruti Alto,2017,335000,25000,Petrol,Individual,Manual,1,23.95,998,67.05,90.0,5.0,Unknown,Others,Unknown
Maruti Swift,2017,755000,20000,Diesel,Individual,Manual,1,28.4,1248,74.02,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2017,340000,30000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Mercedes-Benz E-Class,2009,1000000,80000,Petrol,Individual,Automatic,3,10.93,3498,272.0,355.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2018,1237000,46000,Diesel,Individual,Manual,1,19.67,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Volkswagen Polo,2013,350000,70000,Diesel,Individual,Manual,2,22.07,1199,73.9,180.0,5.0,Unknown,Others,Unknown
Maruti 800,2000,31000,56194,Petrol,Individual,Manual,4,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Maruti Swift,2018,695000,40000,Petrol,Individual,Manual,1,22.0,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,270000,40000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2016,790000,120000,Diesel,Individual,Manual,1,24.52,1248,88.5,200.0,7.0,Unknown,Others,Unknown
Maruti Swift,2016,590000,120000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2017,635000,120000,Petrol,Individual,Automatic,1,21.21,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2015,540000,110000,Diesel,Individual,Manual,2,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Renault Pulse,2012,265000,67000,Diesel,Individual,Manual,2,23.08,1461,63.12,160.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,600000,50000,Diesel,Individual,Manual,1,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,409999,100000,Diesel,Individual,Manual,2,22.32,1582,126.3,259.9,5.0,Unknown,Others,Unknown
Toyota Etios,2015,525000,80000,Diesel,Individual,Manual,2,23.59,1364,67.05,170.0,5.0,Unknown,Others,Unknown
Ford Figo,2011,150000,50000,Diesel,Individual,Manual,1,18.5,1399,68.0,160.0,5.0,Unknown,Others,Unknown
Maruti Esteem,2007,55000,70000,Petrol,Individual,Manual,3,15.9,1298,85.0,110.0,5.0,Unknown,Others,Unknown
Maruti Vitara,2017,925000,50000,Diesel,Individual,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Renault Lodgy,2017,690000,65000,Diesel,Individual,Manual,2,21.04,1461,83.8,200.0,7.0,Unknown,Others,Unknown
Maruti Ertiga,2012,560000,200000,Diesel,Individual,Manual,2,20.77,1248,88.76,200.0,7.0,Unknown,Others,Unknown
Maruti Ciaz,2018,950000,7500,Diesel,Individual,Manual,1,28.09,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Renault Lodgy,2017,695000,65000,Diesel,Individual,Manual,2,21.04,1461,83.8,200.0,7.0,Unknown,Others,Unknown
Maruti Swift,2013,450000,35000,Petrol,Individual,Manual,2,18.6,1197,85.8,114.0,5.0,Unknown,Others,Unknown
BMW 5,2013,2000000,60000,Diesel,Individual,Automatic,1,16.2,2993,235.0,51.0,5.0,Unknown,Others,Unknown
Maruti Swift,2009,229999,71000,Petrol,Individual,Manual,1,16.1,1197,85.0,113.0,5.0,Unknown,Others,Unknown
Maruti Alto,2012,200000,50000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Mercedes-Benz New,2008,725000,80000,Diesel,Individual,Automatic,2,14.84,2143,170.0,400.0,5.0,Unknown,Others,Unknown
Nissan Micra,2011,235000,90000,Petrol,Individual,Manual,2,18.06,1198,75.0,104.0,5.0,Unknown,Others,Unknown
Hyundai i20,2017,666000,13000,Petrol,Individual,Manual,1,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Maruti 800,2000,65000,100000,Petrol,Individual,Manual,3,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Hyundai Santro,2004,85000,80000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda WR-V,2018,834000,30000,Diesel,Individual,Manual,1,25.5,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2012,430000,120000,Diesel,Individual,Manual,1,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Maruti Swift,2010,360000,120000,Diesel,Individual,Manual,2,17.8,1248,75.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2014,240000,70000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Maruti Swift,2016,210000,210000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2010,135000,148000,Diesel,Individual,Manual,2,19.09,1396,69.0,135.0,5.0,Unknown,Others,Unknown
Mahindra TUV,2017,700000,54188,Diesel,Individual,Manual,1,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Skoda Rapid,2012,425000,90000,Diesel,Individual,Manual,1,20.5,1598,103.5,250.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2011,150000,100000,Petrol,Individual,Manual,3,18.6,1199,79.4,108.0,5.0,Unknown,Others,Unknown
Hyundai EON,2014,215000,40000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Datsun GO,2014,225000,35000,Petrol,Individual,Manual,1,20.63,1198,67.0,104.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,330000,20000,Petrol,Individual,Manual,1,23.01,999,67.0,91.0,5.0,Unknown,Others,Unknown
Maruti Omni,2007,54000,144000,LPG,Individual,Manual,2,10.9,796,32.8,57.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2014,374000,54043,Petrol,Dealer,Automatic,1,18.9,1197,81.86,113.75,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,549000,66657,Diesel,Dealer,Automatic,1,22.32,1582,126.32,259.8,5.0,Unknown,Others,Unknown
Tata Indigo,2016,390000,42000,Diesel,Individual,Manual,2,19.09,1405,69.01,135.0,5.0,Unknown,Others,Unknown
Hyundai i20,2013,455999,35582,Petrol,Dealer,Manual,1,18.5,1197,82.85,113.7,5.0,Unknown,Others,Unknown
Volkswagen Polo,2013,453000,54327,Petrol,Dealer,Automatic,2,17.2,1197,103.6,175.0,5.0,Unknown,Others,Unknown
Volkswagen Ameo,2016,579000,7949,Petrol,Dealer,Manual,1,17.0,1198,73.75,110.0,5.0,Unknown,Others,Unknown
Hyundai i10,2010,258000,59734,Petrol,Dealer,Automatic,1,16.95,1197,78.9,111.8,5.0,Unknown,Others,Unknown
Honda City,2012,428000,49185,Petrol,Dealer,Manual,1,16.8,1497,116.4,146.0,5.0,Unknown,Others,Unknown
Hyundai i10,2011,262000,56389,Petrol,Dealer,Manual,1,20.36,1197,78.9,111.7,5.0,Unknown,Others,Unknown
Volkswagen Polo,2013,389000,58245,Petrol,Dealer,Manual,1,16.47,1198,73.9,110.0,5.0,Unknown,Others,Unknown
Nissan Micra,2015,346000,36422,Petrol,Dealer,Manual,1,18.44,1198,75.0,104.0,5.0,Unknown,Others,Unknown
Honda Jazz,2011,339000,42535,Petrol,Dealer,Manual,1,16.7,1198,88.8,110.0,5.0,Unknown,Others,Unknown
Hyundai i10,2011,272000,40736,Petrol,Dealer,Automatic,1,16.95,1197,78.9,111.8,5.0,Unknown,Others,Unknown
Maruti Swift,2012,369000,56246,Petrol,Dealer,Manual,1,18.6,1197,85.8,114.0,5.0,Unknown,Others,Unknown
Maruti Swift,2011,277000,55403,Petrol,Dealer,Manual,1,18.6,1197,85.8,114.0,5.0,Unknown,Others,Unknown
Tata Tigor,2018,535000,30000,Petrol,Individual,Manual,1,20.3,1199,84.0,114.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,265000,67000,Petrol,Individual,Manual,1,23.95,998,67.05,90.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2013,400000,70000,Petrol,Individual,Manual,1,17.01,1591,121.3,154.9,5.0,Unknown,Others,Unknown
Hyundai Grand,2014,459999,90000,Diesel,Individual,Manual,2,24.0,1120,70.0,160.0,5.0,Unknown,Others,Unknown
Hyundai Elite,2019,667000,7500,Petrol,Individual,Manual,1,18.6,1197,81.86,114.73,5.0,Unknown,Others,Unknown
Tata New,2011,300000,80000,Diesel,Individual,Manual,2,11.57,2179,138.1,320.0,7.0,Unknown,Others,Unknown
Tata Indigo,2012,229999,186000,Diesel,Individual,Manual,1,23.57,1396,70.0,140.0,5.0,Unknown,Others,Unknown
Tata Indica,2016,200000,110000,Diesel,Individual,Manual,2,25.0,1396,69.0,140.0,5.0,Unknown,Others,Unknown
Ford Fiesta,2012,280000,105358,Diesel,Individual,Manual,3,17.8,1399,67.0,160.0,5.0,Unknown,Others,Unknown
Hyundai i20,2014,590000,70000,Petrol,Individual,Manual,2,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Hyundai i10,2010,142000,49200,Petrol,Individual,Manual,2,19.81,1086,68.05,99.04,5.0,Unknown,Others,Unknown
Honda City,2017,850000,40000,Petrol,Individual,Manual,1,17.4,1497,117.6,145.0,5.0,Unknown,Others,Unknown
Honda Mobilio,2014,600000,40000,Diesel,Individual,Manual,2,24.2,1498,98.6,200.0,7.0,Unknown,Others,Unknown
Mahindra TUV,2017,700000,40000,Diesel,Individual,Manual,1,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Chevrolet Beat,2013,200000,70000,Petrol,Individual,Manual,1,18.6,1199,79.4,108.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2016,900000,110000,Diesel,Individual,Manual,1,19.67,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Maruti Alto,2014,220000,100000,Petrol,Individual,Manual,1,23.95,998,67.05,90.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2018,650000,10000,Petrol,Individual,Automatic,2,18.9,1197,81.86,113.75,5.0,Unknown,Others,Unknown
Toyota Fortuner,2017,3100000,70000,Diesel,Individual,Automatic,1,15.04,2755,174.5,450.0,7.0,Unknown,Others,Unknown
Toyota Innova,2016,1500000,100600,Diesel,Individual,Manual,2,13.68,2393,147.8,343.0,8.0,Unknown,Others,Unknown
BMW X3,2012,1800000,50000,Diesel,Individual,Automatic,1,16.09,1995,184.0,380.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2014,800000,136000,Diesel,Individual,Manual,1,15.1,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Mercedes-Benz GLA,2017,2100000,48000,Diesel,Individual,Automatic,2,17.9,2143,136.0,300.0,5.0,Unknown,Others,Unknown
Renault Duster,2012,550000,86000,Diesel,Individual,Manual,1,19.01,1461,108.45,248.0,5.0,Unknown,Others,Unknown
Maruti Alto,2009,125000,141000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Honda City,2011,450000,80000,Petrol,Individual,Manual,3,17.0,1497,118.0,146.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2015,850000,140000,Diesel,Individual,Manual,1,16.0,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Maruti Swift,2014,459999,65000,Diesel,Individual,Manual,2,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,434999,110000,Diesel,Individual,Manual,2,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,600000,80000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2008,135000,90000,Petrol,Individual,Manual,2,18.9,998,67.1,90.0,5.0,Unknown,Others,Unknown
Hyundai i20,2016,780000,35000,Diesel,Individual,Manual,1,22.54,1396,88.73,219.7,5.0,Unknown,Others,Unknown
Maruti Alto,2008,100000,195000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Hyundai i20,2017,650000,60000,Diesel,Individual,Manual,1,22.54,1396,88.73,219.7,5.0,Unknown,Others,Unknown
Maruti 800,2004,50000,50000,Petrol,Individual,Manual,1,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Hyundai Verna,2012,425000,100000,Diesel,Individual,Manual,2,22.32,1582,126.32,259.8,5.0,Unknown,Others,Unknown
Fiat Linea,2015,500000,70000,Diesel,Individual,Manual,1,20.4,1248,91.7,209.0,5.0,Unknown,Others,Unknown
Maruti Swift,2017,590000,30000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2016,459999,27000,Petrol,Individual,Manual,1,23.1,998,67.04,90.0,5.0,Unknown,Others,Unknown
Maruti Swift,2020,578000,5000,Petrol,Individual,Manual,1,21.21,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2012,550000,110000,Diesel,Individual,Manual,2,20.77,1248,88.76,200.0,7.0,Unknown,Others,Unknown
Honda City,2013,465000,80000,Petrol,Individual,Manual,2,16.8,1497,116.3,146.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2018,890000,80000,Diesel,Individual,Manual,1,16.5,1493,70.0,195.0,7.0,Unknown,Others,Unknown
Mahindra Verito,2014,250000,110000,Diesel,Individual,Manual,1,20.8,1461,65.0,160.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,615000,60000,Diesel,Individual,Manual,1,26.59,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2014,684000,60000,Diesel,Individual,Manual,2,20.77,1248,88.8,200.0,7.0,Unknown,Others,Unknown
Maruti Ertiga,2014,680000,64000,Diesel,Individual,Manual,2,20.77,1248,88.8,200.0,7.0,Unknown,Others,Unknown
Renault Duster,2014,500000,120000,Diesel,Individual,Manual,1,20.45,1461,83.8,200.0,5.0,Unknown,Others,Unknown
Renault Duster,2014,520000,120000,Diesel,Individual,Manual,1,20.45,1461,83.8,200.0,5.0,Unknown,Others,Unknown
Toyota Etios,2012,390000,140000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Etios,2012,434999,135000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2010,350000,166000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Freestyle,2018,675000,60000,Diesel,Individual,Manual,1,24.4,1498,98.63,215.0,5.0,Unknown,Others,Unknown
Mercedes-Benz New,2011,1350000,81500,Diesel,Individual,Automatic,2,14.84,2143,167.62,400.0,5.0,Unknown,Others,Unknown
Mahindra XUV300,2019,1200000,15000,Diesel,Individual,Manual,1,20.0,1497,115.0,300.0,5.0,Unknown,Others,Unknown
Maruti Swift,2011,265000,60000,Diesel,Individual,Manual,1,19.3,1248,73.9,190.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2016,395000,40000,Petrol,Individual,Manual,2,16.2,1199,74.0,110.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2016,385000,40000,Petrol,Individual,Manual,2,16.2,1199,74.0,110.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2009,142000,70000,Petrol,Individual,Manual,2,18.9,1061,67.0,84.0,5.0,Unknown,Others,Unknown
Hyundai i10,2009,160000,35000,Petrol,Individual,Manual,1,19.81,1086,68.05,99.04,5.0,Unknown,Others,Unknown
Tata Indigo,2012,180000,50000,Diesel,Individual,Manual,3,19.09,1396,69.0,135.0,5.0,Unknown,Others,Unknown
Ford Figo,2019,700000,3177,Petrol,Dealer,Manual,1,18.5,1194,94.93,119.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2015,400000,39414,Petrol,Dealer,Manual,1,18.9,1197,81.86,113.75,5.0,Unknown,Others,Unknown
Hyundai EON,2012,250000,44588,Petrol,Dealer,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Maruti Celerio,2015,400000,49907,Petrol,Dealer,Manual,1,21.63,998,67.04,90.0,5.0,Unknown,Others,Unknown
Maruti Swift,2013,371000,67082,Petrol,Dealer,Manual,2,21.21,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Ford EcoSport,2016,570000,112879,Diesel,Dealer,Manual,2,23.0,1498,98.96,205.0,5.0,Unknown,Others,Unknown
Honda Brio,2013,300000,80000,Petrol,Individual,Manual,2,19.4,1198,86.8,109.0,5.0,Unknown,Others,Unknown
Hyundai i20,2017,620000,25000,Petrol,Individual,Manual,1,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Honda City,2018,949000,10200,Petrol,Individual,Manual,1,17.4,1497,117.6,145.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2018,750000,60000,Diesel,Individual,Manual,1,16.5,1493,70.0,195.0,7.0,Unknown,Others,Unknown
Maruti Celerio,2017,350000,20000,Petrol,Individual,Manual,2,23.1,998,67.04,90.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2017,1250000,60000,Diesel,Individual,Manual,1,16.0,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Renault KWID,2016,270000,30000,Petrol,Individual,Manual,3,23.01,999,67.0,91.0,5.0,Unknown,Others,Unknown
Hyundai EON,2013,235000,40000,Petrol,Individual,Manual,2,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Maruti Swift,2016,500000,60000,Petrol,Individual,Manual,1,20.4,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Maruti Alto,2012,220000,111000,Petrol,Individual,Manual,1,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,380000,70000,Diesel,Individual,Manual,2,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2010,160000,100000,Petrol,Individual,Manual,3,20.92,998,67.1,90.0,5.0,Unknown,Others,Unknown
Hyundai EON,2017,339000,25000,Petrol,Individual,Manual,1,20.3,998,68.05,94.14,5.0,Unknown,Others,Unknown
Ford Fiesta,2011,229999,100000,Petrol,Individual,Manual,1,15.3,1596,99.6,146.0,5.0,Unknown,Others,Unknown
Mahindra KUV,2016,400000,35000,Diesel,Individual,Manual,1,25.32,1198,77.0,190.0,6.0,Unknown,Others,Unknown
Hyundai Xcent,2018,470000,25000,Diesel,Individual,Manual,1,25.4,1186,73.97,190.24,5.0,Unknown,Others,Unknown
Maruti 800,2003,45000,58000,Petrol,Individual,Manual,1,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Ford Aspire,2019,575000,20000,Petrol,Individual,Manual,1,19.4,1194,94.93,120.0,5.0,Unknown,Others,Unknown
Datsun RediGO,2019,325000,1300,Petrol,Individual,Manual,1,22.5,999,67.0,91.0,5.0,Unknown,Others,Unknown
Maruti 800,1997,50000,120000,Petrol,Individual,Manual,2,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Maruti Wagon,2014,350000,15000,Petrol,Individual,Manual,1,20.51,998,67.04,90.0,5.0,Unknown,Others,Unknown
Renault KWID,2016,300000,25000,Petrol,Individual,Manual,1,25.17,799,53.3,72.0,5.0,Unknown,Others,Unknown
Nissan Terrano,2014,540000,150000,Diesel,Individual,Manual,1,19.01,1461,108.5,248.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2018,580000,10000,Petrol,Individual,Manual,1,23.1,998,67.04,90.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2015,1000000,70000,Diesel,Individual,Manual,1,19.67,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Tata Zest,2017,459999,80000,Diesel,Individual,Manual,1,22.95,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,635000,50000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2014,650000,83000,Diesel,Individual,Manual,3,22.32,1582,126.32,259.8,5.0,Unknown,Others,Unknown
Maruti Swift,2013,525000,116000,Diesel,Individual,Manual,2,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Grande,2015,350000,60000,Petrol,Individual,Manual,3,15.8,1172,67.1,96.0,5.0,Unknown,Others,Unknown
Maruti Swift,2008,320000,175802,Diesel,Individual,Manual,3,19.3,1248,73.9,190.0,5.0,Unknown,Others,Unknown
Volkswagen Vento,2011,227000,73840,Petrol,Individual,Manual,1,15.04,1598,103.6,153.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2011,325000,162000,Diesel,Individual,Manual,2,13.6,2523,63.0,180.0,8.0,Unknown,Others,Unknown
Datsun RediGO,2018,275000,20000,Petrol,Individual,Automatic,1,23.0,999,67.0,91.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2013,300000,75000,Petrol,Individual,Manual,3,18.9,1197,82.0,114.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2011,400000,320000,Diesel,Individual,Manual,3,12.05,2179,120.0,290.0,8.0,Unknown,Others,Unknown
Volkswagen Vento,2015,550000,120000,Diesel,Individual,Manual,2,20.34,1498,103.2,250.0,5.0,Unknown,Others,Unknown
Skoda Rapid,2017,900000,40000,Diesel,Individual,Automatic,1,21.66,1498,108.6,250.0,5.0,Unknown,Others,Unknown
Maruti Alto,2010,165000,20000,Petrol,Individual,Manual,1,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Hyundai EON,2014,210000,70000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Renault Duster,2016,650000,30000,Diesel,Individual,Manual,1,19.64,1461,108.45,245.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2014,680000,120000,Diesel,Individual,Manual,1,15.1,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Renault KWID,2019,390000,25000,Petrol,Individual,Manual,1,23.01,999,67.0,91.0,5.0,Unknown,Others,Unknown
Renault KWID,2016,260000,80000,Petrol,Individual,Manual,1,25.17,799,53.3,72.0,5.0,Unknown,Others,Unknown
Maruti Swift,2013,450000,67000,Petrol,Individual,Manual,1,19.1,1197,85.8,114.0,5.0,Unknown,Others,Unknown
Hyundai i10,2008,130000,120000,Petrol,Individual,Manual,2,19.81,1086,68.05,99.04,5.0,Unknown,Others,Unknown
Maruti Vitara,2019,890000,9000,Diesel,Individual,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Toyota Land,2014,3500000,60000,Diesel,Individual,Automatic,1,11.0,2982,170.3,410.0,7.0,Unknown,Others,Unknown
Honda City,2014,750000,80000,Diesel,Individual,Manual,2,25.1,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Honda Civic,2019,2000000,24857,Petrol,Dealer,Automatic,0,16.5,1799,139.46,174.0,5.0,Unknown,Others,Unknown
Hyundai EON,2017,270000,26442,Petrol,Individual,Manual,1,20.3,998,68.05,94.14,5.0,Unknown,Others,Unknown
Maruti Ertiga,2017,700000,35000,Petrol,Individual,Manual,1,17.5,1373,91.1,130.0,7.0,Unknown,Others,Unknown
Maruti Alto,2010,130000,28000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2015,650000,80000,Diesel,Individual,Manual,1,20.77,1248,88.8,200.0,7.0,Unknown,Others,Unknown
Maruti Alto,2005,55000,39000,Petrol,Individual,Manual,1,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2017,475000,20000,Petrol,Individual,Automatic,1,20.51,998,67.0,90.0,5.0,Unknown,Others,Unknown
Nissan Sunny,2013,325000,50000,Diesel,Individual,Manual,1,21.64,1461,84.8,200.0,5.0,Unknown,Others,Unknown
Honda Jazz,2017,615000,40000,Petrol,Individual,Automatic,1,19.0,1199,88.7,110.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2015,390000,15000,Petrol,Individual,Manual,1,18.9,1197,82.0,114.0,5.0,Unknown,Others,Unknown
Maruti Swift,2019,650000,15000,Petrol,Individual,Automatic,1,22.0,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,440000,30000,Petrol,Individual,Manual,1,20.4,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Honda City,2014,600000,70000,Diesel,Individual,Manual,1,26.0,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2012,170000,80000,Petrol,Individual,Manual,1,16.2,995,62.1,90.3,5.0,Unknown,Others,Unknown
Mahindra Bolero,2013,499000,80000,Diesel,Individual,Manual,1,15.96,2523,63.0,180.0,9.0,Unknown,Others,Unknown
Toyota Innova,2015,1300000,120000,Diesel,Individual,Manual,1,12.99,2494,100.6,200.0,7.0,Unknown,Others,Unknown
Hyundai Verna,2016,800000,80000,Diesel,Individual,Manual,1,23.9,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Maruti Swift,2020,600000,5000,Petrol,Individual,Manual,1,21.21,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Honda Brio,2017,400000,50000,Petrol,Individual,Manual,1,18.5,1198,86.8,109.0,5.0,Unknown,Others,Unknown
Maruti Swift,2017,700000,65000,Diesel,Individual,Manual,1,26.59,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Baleno,2017,800000,35000,Diesel,Individual,Manual,1,27.39,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Jazz,2015,600000,90000,Diesel,Individual,Manual,1,27.3,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Maruti Swift,2016,580000,100000,Diesel,Individual,Manual,1,25.2,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2016,350000,15000,Petrol,Individual,Manual,1,25.17,799,53.3,72.0,5.0,Unknown,Others,Unknown
Ford Figo,2011,204999,147000,Diesel,Individual,Manual,1,20.0,1399,68.0,160.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2017,1350000,20000,Diesel,Individual,Manual,1,16.0,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Ford Figo,2016,459999,69000,Diesel,Individual,Manual,2,25.83,1498,99.0,215.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2017,860000,80000,Diesel,Individual,Manual,1,28.09,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Hyundai i10,2012,275000,97000,LPG,Individual,Manual,3,19.0,1086,68.1,99.1,5.0,Unknown,Others,Unknown
Renault KWID,2016,390000,15000,Petrol,Individual,Manual,1,25.17,799,53.3,72.0,5.0,Unknown,Others,Unknown
Maruti Alto,2005,110000,50800,Petrol,Dealer,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
BMW 6,2018,5830000,30000,Diesel,Individual,Automatic,1,17.09,2993,261.4,620.0,4.0,Unknown,Others,Unknown
Hyundai Xcent,2018,665000,40142,Diesel,Dealer,Manual,1,24.4,1120,71.0,180.4,5.0,Unknown,Others,Unknown
Hyundai i20,2019,721000,9400,Petrol,Dealer,Manual,1,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Mahindra KUV,2016,390000,62000,Diesel,Dealer,Manual,1,25.32,1198,77.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Thar,2019,975000,12584,Diesel,Dealer,Manual,1,16.55,2498,105.0,247.0,6.0,Unknown,Others,Unknown
Hyundai Elite,2019,685000,4300,Petrol,Dealer,Manual,1,18.6,1197,81.86,117.0,5.0,Unknown,Others,Unknown
Maruti Swift,2019,595000,14548,Petrol,Dealer,Manual,1,21.21,1197,81.8,113.0,5.0,Unknown,Others,Unknown
